done,doi_suffix,Data Processing Text,interpolation_text,Interpolation type,Interpolation time (s),Notes
FALSE,mss.0000000000002343,,"['s, all breath-by-breath gas exchange and ventilatory data were processed by removing aberrant breaths identified as those positioned more than 3 sd from the local mean. thereafter, data were linearly INTERPOLATed on a second-bysecond basis and bin averaged into 5-s bins (30,31). to estimate the constant po that elicits the v̇o2 at rcp, the following three-step approach, exemplified in figure 2, was used: 1.']",linear,1,
FALSE,mss.0b013e3182936261,,,,,
FALSE,j.apmr.2003.03.006,,FALSE,,,
FALSE,s10286-010-0096-0,,FALSE,,,
FALSE,2014_._675363,,FALSE,,,
FALSE,journal.pone.0200228,,FALSE,,,
FALSE,00005768-199909000-00002,,FALSE,,,
FALSE,s-2000-3839,,FALSE,,,
FALSE,j.bcp.2010.02.009,,,,,
FALSE,00005768-200202000-00021,,FALSE,,,
FALSE,mss.0000000000002394,,"['cle fatigue, cycling performance, metabolic parameters, and muscle activity in male recreational cyclists. key words: low-level laser therapy, led therapy, ergogenic aid, physical performance, twitch INTERPOLATion technique muscle fatigue is defined as the temporary impairment in the ability of the neuromuscular system to voluntarily produce desired levels of strength and power (1). the fatigue process may ', 'ms that underpin muscle fatigue is currently unknown. the assessment of force generation through supramaximal peripheral nerve stimulation during rest and maximal isometric contractions (i.e., twitch INTERPOLATion technique) while emg activity is concurrently monitored has been suggested as a robust protocol for providing insight toward the central and peripheral contributions of neuromuscular fatigue (19).', 'by-breath using a stationary gas analyzer (quark cpet; cosmed, rome, italy), which was previously calibrated in accordance with the manufacturer’s instructions. data were smoothed every 10 points and INTERPOLATed every 1s using originpro version 8.0 software (originlab corporation, northampton, ma). oxygen uptake (v˙ o2) was determined as the average of the final 30 s of each stage. the highest v˙ o2 averag']",,1,
FALSE,jsc.0000000000001489,,FALSE,,,
FALSE,s-0034-1398534,,FALSE,,,
FALSE,j.pmedr.2016.06.024,,FALSE,,,
FALSE,18.2-3.2016.159,,FALSE,,,
FALSE,bjsm.2008.056085,,FALSE,,,
FALSE,s-0032-1321803,,FALSE,,,
FALSE,s00421-016-3467-y,,FALSE,,,
FALSE,s00246-015-1150-4,,FALSE,,,
FALSE,s00421-015-3143-7,,"['d by an on-line breath-by-breath system (cortex metalyser 3b, biophysik, leipzig, germany). after this, the treadmill running speed which elicited 65 % vo2max running at +1 % gradient was obtained by INTERPOLATion of the running speed-vo2 relationship. a running speed verification was then conducted and employed as the running speed for the treatment on the con group, and for the heat stress test for both g']",,,
FALSE,s00421-003-0969-1,,"['power level and during randori were transformed in ascii ﬁles afterwards. the potential aberrant values (artifacts, cumulative rr periods, and extrasystoles) were manually processed by computation of INTERPOLATed or extrapolated values. then, in the last part of the rr signal prepared in this way, a series of 512 periods was selected. 179 replace simple fft by stft. dennis gabor was the ﬁrst to propose the ']",,,
FALSE,ijspp.2018-0120,,FALSE,,,
FALSE,2047487313518470,,FALSE,,,
FALSE,japplphysiol.00153.2007,,FALSE,,,
FALSE,s00421-003-0937-9,,FALSE,,,
FALSE,journal.pone.0064319,,FALSE,,,
FALSE,j.exger.2018.06.003,,FALSE,,,
FALSE,j.rehab.2017.12.008,,FALSE,,,
FALSE,j.hrthm.2015.01.032,,FALSE,,,
FALSE,jsc.0000000000002154,,,,,
FALSE,s00421-005-0064-x,,FALSE,,,
FALSE,00005768-200207000-00017,,FALSE,,,
FALSE,j.1399-3046.2001.t01-2-00032.x,,FALSE,,,
FALSE,jsc.0000000000003920,,FALSE,,,
FALSE,fphys.2021.695569,,FALSE,,,
FALSE,apnm-2012-0421,,"[' the femoral artery and mbv is the mean blood velocity). analysis breath-by-breath gas exchange, hr, and lbf data were ﬁltered for aberrant data points (points that lay 4 sds outside the local mean), INTERPOLATed to 1-s intervals, ensemble averaged, and then averaged into 5-s time bins to yield a single response for each subject. lbf data were also edited manually by visual inspection to remove beats when t']",,1,
FALSE,17461391.2020.1771428,,FALSE,,,
FALSE,02701367.2018.1482399,,"['reath was considered to be errant if the value was outside four standard deviations of the local mean (the two breaths preceding and following the breath of interest). orp the data were then linearly INTERPOLATed to give second-by-second values, which were time aligned, and averaged to reduce the breath-by-breath noise. the onset of exercise was defined as time zero and the first 20 s of data (the cardio-dy']",linear,1,
FALSE,jpa.22.11,,FALSE,,,
FALSE,apnm-2015-0238,,,,,
FALSE,j.jesf.2012.04.005,,FALSE,,,
FALSE,japplphysiol.01291.2009,,FALSE,,,
FALSE,psyp.12688,,FALSE,,,
FALSE,ep086352,,FALSE,,,
FALSE,s-2005-872910,,FALSE,,,
FALSE,s00421-018-4047-0,,FALSE,,,
FALSE,j.1540-8159.2000.tb00960.x,,FALSE,,,
FALSE,s-2005-865661,,FALSE,,,
FALSE,ep085735,,FALSE,,,
FALSE,g4h.2015.0094,,FALSE,,,
FALSE,s12947-021-00263-0,,FALSE,,,
FALSE,ijerph18147320,,FALSE,,,
FALSE,issn.1840-2976.2021.15.s1.2,,FALSE,,,
FALSE,jer.1836132.066,,FALSE,,,
FALSE,ijspp.2018-0689,,,,,
FALSE,ppul.22925,,FALSE,,,
FALSE,0034-5687_._74_._90101-7,,FALSE,,,
FALSE,s00421-004-1300-5,,FALSE,,,
FALSE,j.1469-7793.2000.00863.x,,FALSE,,,
FALSE,jpah.9.4.549,,FALSE,,,
FALSE,journal.pone.0085276,,FALSE,,,
FALSE,eurjhf_._hfq187,,FALSE,,,
FALSE,nu14020232,,"['icin administration in young, healthy individuals and to ﬁll a gap in the literature concerning the ergogenic and fatigue-resistance of capsaicin in humans. to accomplish this, we employed the twitch INTERPOLATion technique to reveal the extent of peripheral fatigue and interpret the central nervous system contribution (voluntary activation) to the maximal voluntary contraction. we hypothesized that cap sup', 'est. one week later, they were allocated in one of the two conditions, placebo (pl) or capsaicin (cap). the neuromuscular assessment then started with 6 maximal voluntary contractions (mvc) using the INTERPOLATed twitch technique, which was repeated immediately following the time to exhaustion trial (85% wpeak of the incremental test). after one week of washout, the participants proceeded with the same asse', 'ximal work rate) after ingestion of placebo (pl; ﬁber) or cap capsules in a blinded, counterbalanced, crossover design, while cardiorespiratory responses were monitored. fatigue was assessed with the INTERPOLATed twitch technique, pre-post exercise, during isometric maximal voluntary contractions (mvc). no signiﬁcant differences (p > 0.05) were detected in cardiorespiratory responses and self-reported fatig', 'plementation would improve cycling performance and/or attenuate the observed neuromuscular fatigue after a cycling exercise\n\x0cnutrients 2022, 14, 232 3 of 15 time to exhaustion trial using the INTERPOLATed twitch technique, which might be due to an attenuated endocrine and inﬂammatory response to exercise. 2. materials and methods 2.1. subjects and general procedures thirteen young and physically act', 'st. one week later, they were allocated in one of the two conditions, placebo (pl) or capsaicin (cap). the neuromuscular assessment then started with 6 maximal vol-untary contractions (mvc) using the INTERPOLATed twitch technique, which was repeated immedi-ately following the time to exhaustion trial (85% wpeak of the incremental test). after one week of washout, the participants proceeded with the same ass']",,,
FALSE,jpah.2019-0246,,FALSE,,,
FALSE,s00421-006-0368-5,,FALSE,,,
FALSE,ijspp.2021-0397,,FALSE,,,
FALSE,00005768-199604000-00008,,FALSE,,,
FALSE,2047487318808010,,FALSE,,,
FALSE,jappl.2000.89.5.1912,,FALSE,,,
FALSE,01.cir.98.18.1886,,FALSE,,,
FALSE,j.1460-9592.2002.00907.x,,FALSE,,,
FALSE,j.pain.2004.01.017,,FALSE,,,
FALSE,j.phanu.2020.100181,,FALSE,,,
FALSE,jsc.0000000000001705,,,,,
FALSE,s00421-004-1192-4,,FALSE,,,
FALSE,j.gaitpost.2021.07.012,,FALSE,,,
FALSE,jappl.2001.90.5.1770,,FALSE,,,
FALSE,hcr.0000000000000462,,"['there was a disagreement. 7 from  the time value obtained, we veriﬁ ed the correspondent . . \n o2 (ml·min − 1 ), v\n o2 (l·min − 1 ), and heart rate values in  v the data spreadsheet based on cpx (now INTERPOLATed each  second). statistical analyses \n we used parametric statistical tests given data presented  with a normal distribution (shapiro-wilk test) and heterogeneous variances (levene test). for interg']",,1,
FALSE,s-2003-37251,,FALSE,,,
FALSE,japplphysiol.00457.2017,,,,,
FALSE,apnm-2020-0281,,FALSE,,,
FALSE,aging.101984,,FALSE,,,
FALSE,bmjopen-2018-028749,,,,,
FALSE,01.mss.0000218141.90442.6c,,"['fixed resistance; according to bernoulli’s principle, variations in pressure are proportional to the square of the turbulent flow induced by the resistance. to increase the signal-to-noise ratio, the INTERPOLATed values of two sequential data bins (each consisting of a 15-s mean) were used. the v˙ e/time ratio would present with an its nadir, inflection point (fig. 1, panel b). furthermore, rr has been foun']",,,
FALSE,jsc.0000000000001495,,,,,
FALSE,s00421-016-3431-x,,"['– moderate and moderate – severe) were time aligned and ensemble averaged to enhance the underlying physiological response characteristics for all intensities. each ensemble average was then linearly INTERPOLATed second-by-second prior to the modelling process. custom written software in microsoft excel, using the solver function, was utilised for all modelling processes. pulmonary oxygen uptake kinetics fo']",linear,1,
FALSE,s004210050275,,FALSE,,,
FALSE,bjsm.2005.020404,,FALSE,,,
FALSE,s10548-017-0570-2,,"['emove eye-blinks and cardiac artefacts based on the  topography, the waveform, and the time course of the  ica component (jung et\xa0al. 2000). the signal was downsampled to 128\xa0 hz, bad electrodes were INTERPOLATed  using a 3-d spherical spline and recomputed to the common average reference. since the gfp peak is considered  as more representative of a given microstate in term of  signal-to-noise ratio (pascu']",,,
FALSE,sj.ijo.0801241,,FALSE,,,
FALSE,j.arcmed.2006.07.002,,FALSE,,,
FALSE,j.1600-0838.2002.01161.x,,FALSE,,,
FALSE,jsc.0b013e3181bf01f7,,FALSE,,,
FALSE,journal.pone.0247057,,,,,
FALSE,s12966-017-0513-z,,FALSE,,,
FALSE,nu11020344,,FALSE,,,
FALSE,0002-9149_._88_._91372-0,,FALSE,,,
FALSE,journal.pone.0120354,,FALSE,,,
FALSE,mss.0000000000002831,,['16% o2; 5% co2; balance n2). gas exchange and ventilatory data during all tests were scrutinized to remove any aberrant breaths not representative of the true physiological response and were linearly INTERPOLATed on a second-by-second basis (37). the highest v˙ o2 from the ramp-incremental test and severe-intensity constant-po trials were computed from a 20-s rolling average. the v˙ o2 associated with mv˙ o'],linear,1,
FALSE,s00421-004-1167-5,,FALSE,,,
FALSE,s10286-019-00641-9,,,,,
FALSE,v10101-010-0015-9,,FALSE,,,
FALSE,s-2006-924583,,"['ct calorimetry (pulmolab ex670, moragn, kent, uk) to determine expired minute ventilation (v˙ e), v˙ o2, and carbon dioxide (v˙ co2). all tests were on a level treadmill (0% slope). oxygen uptake was INTERPOLATed backwards from termination of exercise to the previous treadmill speed increment to establish the presence of an oxygen uptake plateau. the presence of a plateau in the oxygen uptake: exercise rela']",,,
FALSE,mss.0b013e31824079d0,,FALSE,,,
FALSE,s40101-017-0127-9,,FALSE,,,
FALSE,j.2042-3306.2010.00184.x,,FALSE,,,
FALSE,j.freeradbiomed.2018.05.090,,FALSE,,,
FALSE,japplphysiol.91425.2008,,"['otted line). protocol 3 was performed with intervening 20-w recoveries of 2, 6, and 15 min. all tests were conducted to the limit of tolerance. arrows represent blood sampling time points. derived by INTERPOLATion and, subsequently, used as the wr of the exhaustive “conditioning” exercise bout in protocol 3. protocol 3: effects of recovery duration on the postconditioning p-tlim relationship. the purpose of', 'o muscle [l⫺] (suggestive of a unitary process) and of the muscle itself operating as an homogenous structure are known to be oversimpliﬁcations. we are conﬁned to noting that recovery of blood [l⫺] (INTERPOLATed t1/2 ⫽ 1,366 ⫾ 799 s) was substantially slower than recovery of w= and that there was no clear proportionality in the magnitude of [l⫺] recovery relative to w= recovery (fig. 6b). this suggests tha', 'table 1), and were unaltered when power was set as the independent variable [cp ⫽ 212 ⫾ 34 w (p ⫽ 0.999), w= ⫽ 21.73 ⫾ 6.26 kj (p ⫽ 0.875)] (cf. refs. 7, 10). wr6 ⫺1 relationship averaged 269 ⫾ 34 w. INTERPOLATed from the p-tlim v˙ o2 peak attained during these constant-load tests was not inﬂuenced by wr (p ⫽ 0.426), thus meeting the criterion for v˙ o2 max, which averaged 3.78 ⫾ 0.56 l/min for the group as', 'erization (e.g., exponential, hyperbolic, or some more complex function), given the small number of data points in each subject data set (n ⫽ 3). rather, we conﬁned ourselves to simply estimating the INTERPOLATed t1/2 and inferring what these corelationships may suggest regarding the constitution of w= with respect to depletion of putative substrate pools and/or accumulation of key fatigue-inducing metaboli', 'l/min) but remained signiﬁcantly higher (p ⫽ 0.017) than the preexercise baseline (table 3). however, the proﬁle of v˙ o2 recovery was appreciably faster than that of w=, as evident from the linearly INTERPOLATed time proﬁles (fig. 5), having an INTERPOLATed half time (t1/2) of 74 ⫾ 2s compared with 234 ⫾ 32 s for w=. this discrepancy between the recovery kinetics of v˙ o2 and w= is also evident in the prop', 'd by a hyperbola, with cp unchanged. however, w= recovered to 37 ⫾ 5, 65 ⫾ 6, and 86 ⫾ 4% of control following 2, 6, and 15 min of intervening recovery, respectively. the w= recovery was curvilinear [INTERPOLATed half time (t1/2) ⫽ 234 ⫾ 32 s] and appreciably slower than v˙ o2 recovery (t1/2 ⫽ 74 ⫾ 2 s) but faster than [l⫺] recovery (t1/2 ⫽ 1,366 ⫾ 799 s). this suggests that w= determines supra-cp exercise ', 'niﬁcantly elevated compared with the control 20-w baseline value (p ⫽ 0.001; figs. 6b and 7, table 2). furthermore, in contrast to v˙ o2, recovery of [l⫺] was slower than that of w= (fig. 5), with an INTERPOLATed t1/2 ⫽ 1,366 ⫾ 799 s (because of the slow [l⫺] recovery relative to the recovery time frame, for simplicity, the t1/2 estimation assumed that the immediately subsequent [l⫺] recovery followed the s']",,,
FALSE,j.exger.2010.03.009,,FALSE,,,
FALSE,01.mss.0000170062.73981.94,,FALSE,,,
FALSE,nu14020236,,FALSE,,,
FALSE,j.jsams.2018.08.010,,['preprocessed to exclude artefacts by eliminating rr intervals which differed more than 25% from the previous and the subsequent rr intervals. removed rr intervals were replaced by conventional spline INTERPOLATion so that the length of the data did not change. we used the smoothness prior method with a lambda value of 500 to remove disturbing low frequency baseline trend components. all hrv data were transf'],,,
FALSE,s004210100452,,['was calculated using the procedures of beaver et al. (1985). this method is thought to accurately detect the lt as opposed to visual inspection (beaver et al. 1985). the workload at the obla was also INTERPOLATedfrom the curvilinear line and deemed to be the point eliciting a bla concentration of 4 mm (sjodin and jacobs 1981). the hr and _v o2 at the lt and obla were INTERPOLATed from the linear line at the'],,,
FALSE,cjmed-675,,FALSE,,,
FALSE,s004210050133,,FALSE,,,
FALSE,j.jsams.2007.01.008,,FALSE,,,
FALSE,2640410000000000,,,,,
FALSE,jsc.0b013e31825dd224,,,,,
FALSE,j.1469-7793.2001.t01-1-00279.x,,FALSE,,,
FALSE,bjsm.2004.016550,,FALSE,,,
FALSE,ijerph18073655,,,,,
FALSE,j.healun.2006.04.006,,FALSE,,,
FALSE,156862,,FALSE,,,
FALSE,09031936.00.15109200,,FALSE,,,
FALSE,jphysiol.2002.016832,,,,,
FALSE,ijsnem.2018-0359,,FALSE,,,
FALSE,ijspp.6.3.396,,,,,
FALSE,01.mss.0000159139.29220.9a,,,,,
FALSE,s004210050173,,FALSE,,,
FALSE,journal.pone.0147691,,,,,
FALSE,01.mss.0000152731.33450.95,,,,,
FALSE,j.jshs.2021.10.004,,,,,
FALSE,93653,,FALSE,,,
FALSE,ijsnem.2014-0129,,,,,
FALSE,apnm-2018-0623,,,,,
FALSE,sports3040369,,,,,
FALSE,01.jsm.0000158256.85664.8d,,FALSE,,,
FALSE,peds.106.4.e49,,FALSE,,,
FALSE,329174,,FALSE,,,
FALSE,jsr.2018-0007,,,,,
FALSE,s-0042-110654,,,,,
FALSE,ajpregu.00562.2005,,,,,
FALSE,s-2000-8872,,FALSE,,,
FALSE,journal.pone.0097704,,,,,
FALSE,s004210050358,,,,,
FALSE,phy2.13546,,,,,
FALSE,journal.pone.0127548,,,,,
FALSE,mss.0b013e3181988c14,,,,,
FALSE,japplphysiol.00585.2003,,,,,
FALSE,ijsnem.2015-0274,,,,,
FALSE,eje.0.1490421,,FALSE,,,
FALSE,s0003-9993_._03_._00436-2,,FALSE,,,
FALSE,00007890-199712270-00029,,FALSE,,,
FALSE,j.jacc.2011.06.025,,,,,
FALSE,jsc.0b013e3181d1572d,,,,,
FALSE,mss.0000000000002008,,,,,
FALSE,1414-431x20176335,,FALSE,,,
FALSE,journal.pone.0165433,,,,,
FALSE,oby.2006.182,,,,,
FALSE,j.wem.2015.04.004,,,,,
FALSE,journal.pone.0242551,,,,,
FALSE,s00421-010-1554-z,,,,,
FALSE,ijerph18137209,,,,,
FALSE,jsc.0b013e3181b1f6a7,,,,,
FALSE,jsc.0000000000001175,,,,,
FALSE,09031936.96.09112273,,FALSE,,,
FALSE,bjsm.36.3.189,,FALSE,,,
FALSE,j.smhs.2020.06.002,,FALSE,,,
FALSE,ajpregu.00104.2019,,FALSE,,,
FALSE,mss.0b013e318165984c,,,,,
FALSE,s00421-004-1117-2,,"['n before and after training for ht and nt (wilcoxon signed-rank test) 5-min 90% papeak after training nd nd – 3.15 (0.27)*** 3.31 (0.14)*** ns\n\x0cpower outputs and heart rates were determined by linear INTERPOLATion from the corresponding work rate and heart rate versus _v o2 curves, respectively. micropunctures for 20 ll of blood were taken. lactate concentrations were determined enzymatically in haemolyzed ']",,,
