Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Tönnesen, K.H., Uhrenholdt, A., Pedersen-Bjergaard, O.","57190655065; 7004474769; 6603831999","Hand blood flow and cardiac functional response to severe exercise in normal subjects and patients with valvular heart disease",1974,"Scandinavian Journal of Clinical and Laboratory Investigation",34,"2",,123,131,,3,10.1080/00365517409050825,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0016224520&partnerID=40&md5=e330f5a435e94264ae343c30c5bf981e",Article,Final,"",Scopus,2-s2.0-0016224520
"Asmussen, E., Bonde‐Petersen, F.","7005977587; 7006677418","Apparent Efficiency and Storage of Elastic Energy in Human Muscles during Exercise",1974,"Acta Physiologica Scandinavica",92,"4",,537,545,,179,10.1111/j.1748-1716.1974.tb05776.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0016218307&partnerID=40&md5=934253eb72bde29d888cc0bc43e73554",Article,Final,"",Scopus,2-s2.0-0016218307
"Edwards, M.A.","55465068600","The effects of training at predetermined heart rate levels for sedentary college women",1974,"Medicine and Science in Sports",6,"1",,14,19,,20,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0016207390&partnerID=40&md5=9ccbeb5ec24368d705018d1c01cdc3c0",Article,Final,"",Scopus,2-s2.0-0016207390
"Henry, J.G., Bainton, C.R.","7403672075; 7004043501","Human core temperature increase as a stimulus to breathing during moderate exercise",1974,"Respiration Physiology",21,"2",,183,191,,11,10.1016/0034-5687(74)90093-0,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0016206415&partnerID=40&md5=6f32a766f715e7607ac85db7b89d9163",Article,Final,"",Scopus,2-s2.0-0016206415
"Watts, R.W.E.","7401741000","Determination of uric acid in blood and in urine",1974,"Annals of Clinical Biochemistry",11,"4",,103,111,,23,10.1177/000456327401100139,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0016196309&partnerID=40&md5=60be00e926ebc070f8dd24b37bf8f4c1",Article,Final,"",Scopus,2-s2.0-0016196309
"Fringer, M.N., Stull, G.A.","6506035278; 7004548119","Changes in cardiorespiratory parameters during periods of training and detraining in young adult females",1974,"Medicine and Science in Sports",6,"1",,20,25,,37,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0016195106&partnerID=40&md5=7459ea9cbec29b0ab8437ab60cad5ae5",Article,Final,"",Scopus,2-s2.0-0016195106
"Dill, D.B., Braithwaite, K., Adams, W.C., Bernauer, E.M.","7005543307; 6603834977; 7401725071; 7003638941","Blood volume of middle-distance runners: Effect of 2,300-m altitude and comparison with non-athletes",1974,"Medicine and Science in Sports",6,"1",,1,7,,59,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0016194138&partnerID=40&md5=af7b0bf874b91d62f46bd733b856b31c",Article,Final,"",Scopus,2-s2.0-0016194138
"Katch, F.I., McArdle, W.D., Pechar, G.S.","7003440074; 7004217085; 6602572635","Relationship of maximal leg force and leg composition to treadmill and bicycleergometer maximum oxygen uptake",1974,"Medicine and Science in Sports",6,"1",,38,43,,10,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0016188317&partnerID=40&md5=b006d26e2b9acd9ea89ccd3faaf6a346",Article,Final,"",Scopus,2-s2.0-0016188317
"Gisolfi, C.V., Copping, J.R.","7006944399; 6602628336","Thermal effects of prolonged treadmill exercise in the heat",1974,"Medicine and Science in Sports and Exercise",6,"2",,108,113,,107,10.1249/00005768-197400620-00019,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0016187081&partnerID=40&md5=fb2e5a9e48401fa98d8c1d2df90a638d",Article,Final,"",Scopus,2-s2.0-0016187081
"Cronan, T.L., Howley, E.T.","7006589880; 7004014989","The effect of training on epinephrine and norepinephrine excretion",1974,"Medicine and Science in Sports and Exercise",6,"2",,122,125,,24,10.1249/00005768-197400620-00022,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0016169531&partnerID=40&md5=a4493be18be9b3b48ea200e96d33cbcf",Article,Final,"All Open Access, Bronze",Scopus,2-s2.0-0016169531
"Pollock, M.L., Miller, H.S., Wilmore, J.","7103186548; 7402939067; 7101646034","A profile of a champion distance runner: Age 60",1974,"Medicine and Science in Sports and Exercise",6,"2",,118,121,,6,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0016168486&partnerID=40&md5=0e1cccad2feedc09718e741312263c1d",Article,Final,"",Scopus,2-s2.0-0016168486
"Bjernulf, A., Boberg, J., Fröberg, S.","6602807615; 7006169185; 6701705237","Physical training after myocardial infarction metabolic effects during short and prolonged exercise before and after physical training in Male patients after myocardial infarction",1974,"Scandinavian Journal of Clinical and Laboratory Investigation",33,"2",,173,185,,11,10.1080/00365517409082485,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0016150436&partnerID=40&md5=008e3605eba439d4558d4a1b96944ed2",Article,Final,"",Scopus,2-s2.0-0016150436
"Byrnes, W.C., Kearney, J.T.","7003676350; 7101792381","Measures of max VO2 and their relationship to running performance among three subject groups",1974,"American Corrective Therapy Journal",28,"5",,145,150,,1,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0016140717&partnerID=40&md5=ae681abf76558dfeac68ab70ec48e456",Article,Final,"",Scopus,2-s2.0-0016140717
"Pollock, M.L., Miller, H.S., Linnerud, A.C.","7103186548; 7402939067; 6602454222","Arm pedaling as an endurance training regimen for the disabled",1974,"Archives of Physical Medicine and Rehabilitation",55,"9",,418,424,,74,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0016139864&partnerID=40&md5=a4fb86de71b3eed9f6846f1ff2875783",Article,Final,"",Scopus,2-s2.0-0016139864
"McDavid, R.F.","55950921600","The effects of lowered pO2 on cardiorespiratory training",1974,"Journal of Sports Medicine and Physical Fitness",14,"2",,127,131,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0016139559&partnerID=40&md5=63ca064da070911c299ad6a71d983216",Article,Final,"",Scopus,2-s2.0-0016139559
"Von Dobeln, W., Holmer, I.","6603029209; 57224611903","Body composition, sinking force, and oxygen uptake of man treading water",1974,"Journal of Applied Physiology",37,"1",,55,59,,10,10.1152/jappl.1974.37.1.55,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0016137580&partnerID=40&md5=c9d5360016e13f965530eb2a52c38ee1",Article,Final,"",Scopus,2-s2.0-0016137580
"Deroanne, R., Leloup, M., Pirnay, F., Petit, J.M.","7006697106; 6701836629; 7005039869; 7401771990","Ergospirometry and cardiac telemetry associated for the determination and control of resistance work during swimming",1974,"Biotelemetry",1,"3",,157,170,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0016134475&partnerID=40&md5=fcbb379071ef43930f8ba4e7f134cea6",Article,Final,"",Scopus,2-s2.0-0016134475
"Brown, B.S., Moore, G.C., Kim, C.K., Phelps, R.E.","57210516126; 56283696500; 56141613300; 7102331343","Physiological and hematological changes among basketball players during preseason",1974,"Research Quarterly of the American Alliance for Health, Physical Education and Recreation",45,"3",,257,262,,6,10.1080/10671315.1974.10615270,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0016119067&partnerID=40&md5=d5f22497d75356c406437198796b4fad",Article,Final,"",Scopus,2-s2.0-0016119067
"Girandola, R.N., Henry, F.M.","6602091404; 7101757229","Individual differences in O2 deficit and O2 debt",1974,"Research Quarterly of the American Alliance for Health, Physical Education and Recreation",45,"3",,239,246,,1,10.1080/10671315.1974.10615268,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0016118422&partnerID=40&md5=27e9d5b52c8e4df88e04d1f90a0af125",Article,Final,"",Scopus,2-s2.0-0016118422
"Brooke, J.D., Green, L.F.","25941495300; 7401917865","The Effect of a High Carbohydrate Diet on Human Recovery Following Prolonged Work to Exhaustion",1974,"Ergonomics",17,"4",,489,497,,1,10.1080/00140137408931379,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0016079507&partnerID=40&md5=abf76512576a855873162a74727a1adb",Article,Final,"",Scopus,2-s2.0-0016079507
"Gleser, M.A., Hoestman, D.H., Mello, R.P.","6701596813; 56781955900; 7007130738","The effect on Vo2 max of adding arm work to maximal leg work",1974,"Medicine and Science in Sports and Exercise",6,"2",,104,107,,33,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0016067754&partnerID=40&md5=99e3664fdbcb48fede2d25956ad36f9e",Article,Final,"",Scopus,2-s2.0-0016067754
"Kearney, J.T., Byrnes, W.C.","7101792381; 7003676350","Relationship between running performance and predicted maximum oxygen uptake among divergent ability groups",1974,"Research Quarterly of the American Alliance for Health, Physical Education and Recreation",45,"1",,9,15,,8,10.1080/10671188.1974.10615234,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0016044080&partnerID=40&md5=3c12b74a7c15d654d05e1e326c088fa7",Article,Final,"",Scopus,2-s2.0-0016044080
"Welch, H.G., Mullin, J.P., Wilson, G.D., Lewis, J.","8724063800; 7102294627; 7404530978; 55483975700","Effects of breathing O2-enriched gas mixtures on metabolic rate during exercise",1974,"Medicine and Science in Sports",6,"1",,26,32,,32,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0016040629&partnerID=40&md5=368fc66763a137f3302d8b0698dab5c5",Article,Final,"",Scopus,2-s2.0-0016040629
"Knowlton, R.G., Adams, G.E.","35476098500; 57197900280","The consistency of carbon dioxide rebreathing as a non-invasive method to determine Exercise Cardiac Output",1974,"Ergonomics",17,"2",,241,248,,8,10.1080/00140137408931343,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0016034150&partnerID=40&md5=b613cc189c7078c0c90ac5104baf4032",Article,Final,"",Scopus,2-s2.0-0016034150
"Wojtczak-Jaroszowa, J., Banaszkiewicz, A.","6603591429; 6602192015","Physical work capacity during the day and at night",1974,"Ergonomics",17,"2",,193,198,,23,10.1080/00140137408931338,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0016034133&partnerID=40&md5=b3322c2fabada4e7b1b2e3853d2ba93c",Article,Final,"",Scopus,2-s2.0-0016034133
"Saltin, B., Wahren, J., Pernow, B.","7103099936; 7102964836; 57196873074","Phosphagen and carbohydrate metabolism during exercise in trained middle-aged men",1974,"Scandinavian Journal of Clinical and Laboratory Investigation",33,"1",,71,77,,12,10.3109/00365517409114200,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0016031518&partnerID=40&md5=e6a12ed21f26d12338a4a19e2c19a0bb",Article,Final,"",Scopus,2-s2.0-0016031518
"Kiessling, K.H., Pilström, L., Bylund, A.-C., Saltin, B., Piehl, K.","7003326926; 35954704500; 57225241613; 7103099936; 6701713043","Enzyme activities and morphometry in skeletal muscle of middle-aged men after training",1974,"Scandinavian Journal of Clinical and Laboratory Investigation",33,"1",,63,69,,65,10.3109/00365517409114199,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0016030202&partnerID=40&md5=960861f4fbf85cef1c7437c5d068b425",Article,Final,"",Scopus,2-s2.0-0016030202
"Wahren, J., Saltin, B., Jorfeldt, L., Pernow, B.","7102964836; 7103099936; 7006210416; 57196873074","Influence of age on the local circulatory adaptation to leg exercise",1974,"Scandinavian Journal of Clinical and Laboratory Investigation",33,"1",,79,86,,110,10.3109/00365517409114201,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0016029728&partnerID=40&md5=3e4e5fa9794fcc4c50c4d8f6a1b80b08",Article,Final,"",Scopus,2-s2.0-0016029728
"McDonough, J.R., Danielson, R.A., Wills, R.E., Vine, D.L.","35577457900; 36829756500; 7102849306; 57220462489","Maximal cardiac output during exercise in patients with coronary artery disease",1974,"The American Journal of Cardiology",33,"1",,23,29,,40,10.1016/0002-9149(74)90735-8,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0015988988&partnerID=40&md5=3ff729d3a70c7841058dfb940e284da0",Article,Final,"",Scopus,2-s2.0-0015988988
"Jelinek, M.V., Lown, B.","7005179155; 7101625624","Exercise stress testing for exposure of cardiac arrhythmia",1974,"Progress in Cardiovascular Diseases",16,"5",,497,522,,162,10.1016/0033-0620(74)90008-5,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0015988128&partnerID=40&md5=7a1d4d9317fa6cf62a2a47894ba243c6",Article,Final,"",Scopus,2-s2.0-0015988128
"Alcocer, L., Aspe, J., Arce Gomez, E.","7003571490; 6602622913; 6602185539","Treadmill exercise tolerance test behavior in anginal patients treated with perhexiline maleate",1974,"Current Therapeutic Research - Clinical and Experimental",16,"3",,163,170,,1,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0015970039&partnerID=40&md5=3eaf338cd9f40977293767551d73891f",Article,Final,"",Scopus,2-s2.0-0015970039
"Myers, K.J.","7202026598","The effect of aerobic exercise on intraocular pressure",1974,"Investigative Ophthalmology",13,"1",,74,77,,40,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0015966080&partnerID=40&md5=4f334677efa96b578d8886a76566ba99",Article,Final,"",Scopus,2-s2.0-0015966080
"Nordesjö, L.-O.","6701895691","Estimation of the maximal work rate sustainable for 6 minutes using a single-level load or stepwise increasing loads",1974,"Upsala Journal of Medical Sciences",79,"1",,45,50,,14,10.3109/03009737409178389,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0015955724&partnerID=40&md5=057bf4aeb46d89226c779af2fd3edbf4",Article,Final,"All Open Access, Bronze",Scopus,2-s2.0-0015955724
"Bjarke, B.","6603769396","Spirometric data, pulmonary ventilation and gas exchange at rest and during exercise in adult patients with tetralogy of Fallot",1974,"Scandinavian Journal of Respiratory Diseases",55,"1",,47,61,,20,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0015954758&partnerID=40&md5=3be29a344d63e25f0e39f9dae8beca0d",Article,Final,"",Scopus,2-s2.0-0015954758
"Pandolf, K.B., Kamon, E.","7006234742; 7003892902","Respiratory responses to intermittent and prolonged exercise in a hot-dry environment",1974,"Life Sciences",14,"1",,187,198,,1,10.1016/0024-3205(74)90258-6,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0015952464&partnerID=40&md5=1ce08033fb3065cdbcd7686edc1da5a4",Article,Final,"",Scopus,2-s2.0-0015952464
"Da Vies, C.T.M., Sargeant, A.J.","56990299100; 7006290848","Physiological responses to standardised arm work",1974,"Ergonomics",17,"1",,41,49,,59,10.1080/00140137408931311,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0015945351&partnerID=40&md5=019c2a729072d43215f9d37b0a0d5771",Article,Final,"",Scopus,2-s2.0-0015945351
"Cumming, G.R., Dufresne, C., Samm, J.","7102080684; 56354578800; 6506991014","Exercise ECG changes in normal women",1973,"Canadian Medical Association Journal",109,"2",,108,111,,20,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0015904003&partnerID=40&md5=fa7ce4855ed5f0af84c2d77644fb0359",Article,Final,"",Scopus,2-s2.0-0015904003
"Gutin, B., Cayce, C.A.","7006470769; 6506825651","The use of submaximal measures to predict all out treadmill running in college women",1973,"American Corrective Therapy Journal",27,"5",,151,154,,1,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0015897633&partnerID=40&md5=e86d552225cb62a7447302c6afcb7012",Article,Final,"",Scopus,2-s2.0-0015897633
"Ardisson, J.L., Franceschi Veyssiere, A., Fondarai, J., Gastaud, M.","7005455739; 6503943754; 7004272926; 7004182807","Cardio respiratory effects of interval training",1973,"Journal of Sports Medicine and Physical Fitness",13,"2",,74,89,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0015895167&partnerID=40&md5=4694f1ea5f3cdbd34b16c3e7f02b396f",Article,Final,"",Scopus,2-s2.0-0015895167
"Davies, C.T.M., Van Haaren, J.P.M.","7402409718; 6603436095","Effect of treatment on physiological responses to exercise in East African industrial workers with iron deficiency anemia",1973,"British Journal of Industrial Medicine",30,"4",,335,340,,11,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0015867770&partnerID=40&md5=d9a9988bf6391e7aafeabf48a92d528d",Article,Final,"",Scopus,2-s2.0-0015867770
"Webb, P.","57205037457","Rewarming after diving in cold water",1973,"AEROSPACE MED.",44,"10",,1152,1157,,12,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0015865337&partnerID=40&md5=2f5616f47dc8be60fcafb491e615dfa2",Article,Final,"",Scopus,2-s2.0-0015865337
"Klissouras, V.","6603957846","Prediction of potential performance with special reference to heredity",1973,"Journal of Sports Medicine and Physical Fitness",13,"2",,100,107,,8,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0015858487&partnerID=40&md5=e26f8f16662677b21ece46a7270f15c1",Article,Final,"",Scopus,2-s2.0-0015858487
"Campney, H.K.","6507223150","Comparison of energy cost of exercise on a stationary motorized bicycle to active exercise and rest metabolism",1973,"Archives of Physical Medicine and Rehabilitation",54,"9",,416,420,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0015852694&partnerID=40&md5=2ce90397cabe46cdf2bf44ece2635a9f",Article,Final,"",Scopus,2-s2.0-0015852694
"Grimby, G., Stener, B.","7102954030; 7003964609","Physical performance and cardiorespiratory function after hemicorporectomy",1973,"Scandinavian Journal of Rehabilitation Medicine",5,"3",,124,129,,9,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0015845826&partnerID=40&md5=dffde13e38e487707e40cb75dfe83302",Article,Final,"",Scopus,2-s2.0-0015845826
"Buderer, M.C., Rummel, J.A., Sawin, C.F., Mauldin, D.G.","6603200133; 7006241006; 7006195186; 6602192372","Use of the single breath method of estimating cardiac output during exercise stress testing",1973,"AEROSPACE MED.",44,"7",,,,I,9,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0015832398&partnerID=40&md5=61230b57983e4e24e78714fc98bcd5fa",Article,Final,"",Scopus,2-s2.0-0015832398
"Morrison, J.B.","7403188714","Oxygen uptake studies of divers when fin swimming with maximum effort at depths of 6-176 feet",1973,"AEROSPACE MED.",44,"10",,1120,1129,,14,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0015821073&partnerID=40&md5=0b20ef44bda0b7b20d51bcc3f8749f85",Article,Final,"",Scopus,2-s2.0-0015821073
"Gyntelberg, F.","56234960800","Physical fitness and coronary heart disease in Copenhagen males aged 40-59. II",1973,"Danish Medical Bulletin",20,"4",,105,112,,4,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0015793482&partnerID=40&md5=cf3ec62472585733f547f3c49b45b205",Article,Final,"",Scopus,2-s2.0-0015793482
